Source File Description,Business Name,Record Number,table_name,file_title,Source Field PIC,Source Field Length,SourceField Pos,Source Field Start Pos,Source Field End Pos,On-Line Source Screen,Online Source Field,Format,Version,Change Notes,Source File_Update Date,Notes,Data Dictionary_Update Date,Clearing
Consolidated Audit Trail (CAT) Transactions Transmission,NEGOTIATED TRADE FLAG,Record,,,PIC X(05),5,848-852,848,852,,,AN,5.0.0,11/01/2021 - Expand to 15000 bytes; new CAT Phase 2D fields,6/2/2021,,2/21/2020,TRUE
Consolidated Audit Trail (CAT) Transactions Transmission,SIDE DETAILS INDICATOR,Record,,,PIC X(04),4,853-856,853,856,,,AN,5.0.0,11/01/2021 - Expand to 15000 bytes; new CAT Phase 2D fields,6/2/2021,,2/21/2020,TRUE
Consolidated Audit Trail (CAT) Transactions Transmission,OPEN CLOSE INDICATOR,Record,,,PIC X(05),5,857-861,857,861,,,AN,5.0.0,11/01/2021 - Expand to 15000 bytes; new CAT Phase 2D fields,6/2/2021,,2/21/2020,TRUE
Consolidated Audit Trail (CAT) Transactions Transmission,OPTION ID,Record,,,PIC X(22),22,862-883,862,883,,,AN,5.0.0,11/01/2021 - Expand to 15000 bytes; new CAT Phase 2D fields,6/2/2021,,2/21/2020,TRUE
Consolidated Audit Trail (CAT) Transactions Transmission,ORDER ID,Record,,,PIC X(64),64,884-947,884,947,,,AN,5.0.0,11/01/2021 - Expand to 15000 bytes; new CAT Phase 2D fields,6/2/2021,,2/21/2020,TRUE
Consolidated Audit Trail (CAT) Transactions Transmission,CAT ORDER TYPE,Record,,,PIC X(05),5,948-952,948,952,,,AN,5.0.0,11/01/2021 - Expand to 15000 bytes; new CAT Phase 2D fields,6/2/2021,,2/21/2020,TRUE
Consolidated Audit Trail (CAT) Transactions Transmission,PRICE,Record,,,PIC X(20),20,953-972,953,972,,,AN,5.0.0,11/01/2021 - Expand to 15000 bytes; new CAT Phase 2D fields,6/2/2021,,2/21/2020,TRUE
Consolidated Audit Trail (CAT) Transactions Transmission,PRIOR FULFILLMENT ID,Record,,,PIC X(64),64,973-1036,973,1036,,,AN,5.0.0,11/01/2021 - Expand to 15000 bytes; new CAT Phase 2D fields,6/2/2021,,2/21/2020,TRUE
Consolidated Audit Trail (CAT) Transactions Transmission,PRIOR ORDER KEY DATE,Record,,,PIC X(19),19,1037-1055,1037,1055,,,AN,5.0.0,11/01/2021 - Expand to 15000 bytes; new CAT Phase 2D fields,6/2/2021,,2/21/2020,TRUE
Consolidated Audit Trail (CAT) Transactions Transmission,PRIOR ORDER ID,Record,,,PIC X(64),64,1056-1119,1056,1119,,,AN,5.0.0,11/01/2021 - Expand to 15000 bytes; new CAT Phase 2D fields,6/2/2021,,2/21/2020,TRUE
Consolidated Audit Trail (CAT) Transactions Transmission,QUANTITY,Record,,,PIC X(20),20,1120-1139,1120,1139,,,AN,5.0.0,11/01/2021 - Expand to 15000 bytes; new CAT Phase 2D fields,6/2/2021,,2/21/2020,TRUE
Consolidated Audit Trail (CAT) Transactions Transmission,FILLER,Record,,,PIC X(04),4,1140-1143,1140,1143,,,AN,5.0.0,11/01/2021 - Expand to 15000 bytes; new CAT Phase 2D fields,6/2/2021,,2/21/2020,TRUE
Consolidated Audit Trail (CAT) Transactions Transmission,RECEIVING DESK TYPE,Record,,,PIC X(05),5,1144-1148,1144,1148,,,AN,5.0.0,11/01/2021 - Expand to 15000 bytes; new CAT Phase 2D fields,6/2/2021,,2/21/2020,TRUE
Consolidated Audit Trail (CAT) Transactions Transmission,REPORTING EXCEPTION CODE,Record,,,PIC X(01),1,1149-1149,1149,1149,,,AN,5.0.0,11/01/2021 - Expand to 15000 bytes; new CAT Phase 2D fields,6/2/2021,,2/21/2020,TRUE
Consolidated Audit Trail (CAT) Transactions Transmission,ROUTED ORDER ID,Record,,,PIC X(64),64,1150-1213,1150,1213,,,AN,5.0.0,11/01/2021 - Expand to 15000 bytes; new CAT Phase 2D fields,6/2/2021,,2/21/2020,TRUE
Consolidated Audit Trail (CAT) Transactions Transmission,ROUTE REJECTED FLAG,Record,,,PIC X(05),5,1214-1218,1214,1218,,,AN,5.0.0,11/01/2021 - Expand to 15000 bytes; new CAT Phase 2D fields,6/2/2021,,2/21/2020,TRUE
Consolidated Audit Trail (CAT) Transactions Transmission,FILLER,Record,,,PIC X(04),4,1219-1222,1219,1222,,,AN,5.0.0,11/01/2021 - Expand to 15000 bytes; new CAT Phase 2D fields,6/2/2021,,2/21/2020,TRUE
Consolidated Audit Trail (CAT) Transactions Transmission,CAT SEQUENCE NUMBER,Record,,,PIC X(40),40,1223-1262,1223,1262,,,AN,5.0.0,11/01/2021 - Expand to 15000 bytes; new CAT Phase 2D fields,6/2/2021,,2/21/2020,TRUE
Consolidated Audit Trail (CAT) Transactions Transmission,SESSION ID,Record,,,PIC X(40),40,1263-1302,1263,1302,,,AN,5.0.0,11/01/2021 - Expand to 15000 bytes; new CAT Phase 2D fields,6/2/2021,,2/21/2020,TRUE
Consolidated Audit Trail (CAT) Transactions Transmission,SIDE,Record,,,PIC X(02),2,1303-1304,1303,1304,,,AN,5.0.0,11/01/2021 - Expand to 15000 bytes; new CAT Phase 2D fields,6/2/2021,,2/21/2020,TRUE
Consolidated Audit Trail (CAT) Transactions Transmission,SYMBOL,Record,,,PIC X(22),22,1305-1326,1305,1326,,,AN,5.0.0,11/01/2021 - Expand to 15000 bytes; new CAT Phase 2D fields,6/2/2021,,2/21/2020,TRUE
Consolidated Audit Trail (CAT) Transactions Transmission,TAPE TRADE ID,Record,,,PIC X(40),40,1327-1366,1327,1366,,,AN,5.0.0,11/01/2021 - Expand to 15000 bytes; new CAT Phase 2D fields,6/2/2021,,2/21/2020,TRUE
Consolidated Audit Trail (CAT) Transactions Transmission,CAT TIME IN FORCE CODE,Record,,,PIC X(30),30,1367-1396,1367,1396,,,Object,5.0.0,11/01/2021 - Expand to 15000 bytes; new CAT Phase 2D fields,6/2/2021,,2/21/2020,TRUE
Consolidated Audit Trail (CAT) Transactions Transmission,TRADE ID,Record,,,PIC X(64),64,1397-1460,1397,1460,,,AN,5.0.0,11/01/2021 - Expand to 15000 bytes; new CAT Phase 2D fields,6/2/2021,,2/21/2020,TRUE
Consolidated Audit Trail (CAT) Transactions Transmission,TRADING SESSION,Record,,,PIC X(07),7,1461-1467,1461,1467,,,AN,5.0.0,11/01/2021 - Expand to 15000 bytes; new CAT Phase 2D fields,6/2/2021,,2/21/2020,TRUE
Consolidated Audit Trail (CAT) Transactions Transmission,WORKING PRICE,Record,,,PIC X(20),20,1468-1487,1468,1487,,,AN,5.0.0,11/01/2021 - Expand to 15000 bytes; new CAT Phase 2D fields,6/2/2021,,2/21/2020,TRUE
Consolidated Audit Trail (CAT) Transactions Transmission,CAT TYPE,Record,,,PIC X(05),5,1488-1492,1488,1492,,,AN,5.0.0,11/01/2021 - Expand to 15000 bytes; new CAT Phase 2D fields,6/2/2021,,2/21/2020,TRUE
Consolidated Audit Trail (CAT) Transactions Transmission,ELECTRONIC DUPLICATE FLAG,Record,,,PIC X(05),5,1493-1497,1493,1497,,,AN,5.0.0,11/01/2021 - Expand to 15000 bytes; new CAT Phase 2D fields,6/2/2021,,2/21/2020,TRUE
Consolidated Audit Trail (CAT) Transactions Transmission,REPRESENTATIVE INDICATOR,Record,,,PIC X(03),3,1498-1500,1498,1500,,,AN,5.0.0,11/01/2021 - Expand to 15000 bytes; new CAT Phase 2D fields,6/2/2021,,2/21/2020,TRUE
Consolidated Audit Trail (CAT) Transactions Transmission,MANUAL ORDER ID,Record,,,PIC X(64),64,1501-1564,1501,1564,,,AN,5.0.0,11/01/2021 - Expand to 15000 bytes; new CAT Phase 2D fields,6/2/2021,,2/21/2020,TRUE
Consolidated Audit Trail (CAT) Transactions Transmission,ACTION TYPE,Record,,,PIC X(03),3,1565-1567,1565,1567,,,AN,5.0.0,11/01/2021 - Expand to 15000 bytes; new CAT Phase 2D fields,6/2/2021,,2/21/2020,TRUE
Consolidated Audit Trail (CAT) Transactions Transmission,CAT REPORTER IMID,Record,,,PIC X(04),4,1568-1571,1568,1571,,,AN,5.0.0,11/01/2021 - Expand to 15000 bytes; new CAT Phase 2D fields,6/2/2021,,2/21/2020,TRUE
Consolidated Audit Trail (CAT) Transactions Transmission,ORDER KEY DATE,Record,,,PIC X(19),19,1572-1590,1572,1590,,,AN,5.0.0,11/01/2021 - Expand to 15000 bytes; new CAT Phase 2D fields,6/2/2021,,2/21/2020,TRUE
Consolidated Audit Trail (CAT) Transactions Transmission,AFFILIATE FLAG,Record,,,PIC X(05),5,1591-1595,1591,1595,,,AN,5.0.0,11/01/2021 - Expand to 15000 bytes; new CAT Phase 2D fields,6/2/2021,,2/21/2020,TRUE
Consolidated Audit Trail (CAT) Transactions Transmission,ATS DISPLAY INDICATOR,Record,,,PIC X(01),1,1596-1596,1596,1596,,,AN,5.0.0,11/01/2021 - Expand to 15000 bytes; new CAT Phase 2D fields,6/2/2021,,2/21/2020,TRUE
Consolidated Audit Trail (CAT) Transactions Transmission,ERROR ROE ID,Record,,,PIC X(20),20,1597-1616,1597,1616,,,AN,5.0.0,11/01/2021 - Expand to 15000 bytes; new CAT Phase 2D fields,6/2/2021,,2/21/2020,TRUE
Consolidated Audit Trail (CAT) Transactions Transmission,ORIGINATING IMID,Record,,,PIC X(04),4,1617-1620,1617,1620,,,AN,5.0.0,11/01/2021 - Expand to 15000 bytes; new CAT Phase 2D fields,6/2/2021,,2/21/2020,TRUE
Consolidated Audit Trail (CAT) Transactions Transmission,DUPLICATE ROUTE ORDER ID CONDITION,Record,,,PIC X(05),5,1621-1625,1621,1625,,,AN,5.0.0,11/01/2021 - Expand to 15000 bytes; new CAT Phase 2D fields,6/2/2021,,2/21/2020,TRUE
Consolidated Audit Trail (CAT) Transactions Transmission,SENDER TYPE,Record,,,PIC X(01),1,1626-1626,1626,1626,,,AN,5.0.0,11/01/2021 - Expand to 15000 bytes; new CAT Phase 2D fields,6/2/2021,,2/21/2020,TRUE
Consolidated Audit Trail (CAT) Transactions Transmission,PARENT ORDER KEY DATE,Record,,,PIC X(19),19,1627-1645,1627,1645,,,AN,5.0.0,11/01/2021 - Expand to 15000 bytes; new CAT Phase 2D fields,6/2/2021,,2/21/2020,TRUE
Consolidated Audit Trail (CAT) Transactions Transmission,PARENT ORDER ID,Record,,,PIC X(64),64,1646-1709,1646,1709,,,AN,5.0.0,11/01/2021 - Expand to 15000 bytes; new CAT Phase 2D fields,6/2/2021,,2/21/2020,TRUE
Consolidated Audit Trail (CAT) Transactions Transmission,CANCEL FLAG,Record,,,PIC X(05),5,1710-1714,1710,1714,,,AN,5.0.0,11/01/2021 - Expand to 15000 bytes; new CAT Phase 2D fields,6/2/2021,,2/21/2020,TRUE
Consolidated Audit Trail (CAT) Transactions Transmission,CANCEL TIMESTAMP,Record,,,PIC X(25),25,1715-1739,1715,1739,,,AN,5.0.0,11/01/2021 - Expand to 15000 bytes; new CAT Phase 2D fields,6/2/2021,,2/21/2020,TRUE
Consolidated Audit Trail (CAT) Transactions Transmission,TRADE KEY DATE,Record,,,PIC X(19),19,1740-1758,1740,1758,,,AN,5.0.0,11/01/2021 - Expand to 15000 bytes; new CAT Phase 2D fields,6/2/2021,,2/21/2020,TRUE
Consolidated Audit Trail (CAT) Transactions Transmission,FILL KEY DATE,Record,,,PIC X(19),19,1759-1777,1759,1777,,,AN,5.0.0,11/01/2021 - Expand to 15000 bytes; new CAT Phase 2D fields,6/2/2021,,2/21/2020,TRUE
Consolidated Audit Trail (CAT) Transactions Transmission,FULFILLMENT LINK TYPE,Record,,,PIC X(05),5,1778-1782,1778,1782,,,AN,5.0.0,11/01/2021 - Expand to 15000 bytes; new CAT Phase 2D fields,6/2/2021,,2/21/2020,TRUE
Consolidated Audit Trail (CAT) Transactions Transmission,NEXT UNLINKED,Record,,,PIC X(01),1,1783-1783,1783,1783,,,AN,5.0.0,11/01/2021 - Expand to 15000 bytes; new CAT Phase 2D fields,6/2/2021,,2/21/2020,TRUE
Consolidated Audit Trail (CAT) Transactions Transmission,PRIOR UNLINKED,Record,,,PIC X(01),1,1784-1784,1784,1784,,,AN,5.0.0,11/01/2021 - Expand to 15000 bytes; new CAT Phase 2D fields,6/2/2021,,2/21/2020,TRUE
Consolidated Audit Trail (CAT) Transactions Transmission,BUY DETAILS,Record,,,PIC X(1000),1000,1785-2784,1785,2784,,,Array,5.0.0,11/01/2021 - Expand to 15000 bytes; new CAT Phase 2D fields,6/2/2021,,2/21/2020,TRUE
Consolidated Audit Trail (CAT) Transactions Transmission,SELL DETAILS,Record,,,PIC X(1000),1000,2785-3784,2785,3784,,,Array,5.0.0,11/01/2021 - Expand to 15000 bytes; new CAT Phase 2D fields,6/2/2021,,2/21/2020,TRUE
Consolidated Audit Trail (CAT) Transactions Transmission,CLIENT DETAILS,Record,,,PIC X(1000),1000,3785-4784,3785,4784,,,Array,5.0.0,11/01/2021 - Expand to 15000 bytes; new CAT Phase 2D fields,6/2/2021,,2/21/2020,TRUE
Consolidated Audit Trail (CAT) Transactions Transmission,FIRM DETAILS,Record,,,PIC X(1000),1000,4785-5784,4785,5784,,,Array,5.0.0,11/01/2021 - Expand to 15000 bytes; new CAT Phase 2D fields,6/2/2021,,2/21/2020,TRUE
Consolidated Audit Trail (CAT) Transactions Transmission,EVENT TIMESTAMP,Record,,,PIC X(25),25,5785-5809,5785,5809,,,AN,5.0.0,11/01/2021 - Expand to 15000 bytes; new CAT Phase 2D fields,6/2/2021,,2/21/2020,TRUE
Consolidated Audit Trail (CAT) Transactions Transmission,AGGREGATED ORDERS,Record,,,PIC X(5000),5000,5810-10809,5810,10809,,,Array,5.0.0,11/01/2021 - Expand to 15000 bytes; new CAT Phase 2D fields,6/2/2021,,2/21/2020,TRUE
Consolidated Audit Trail (CAT) Transactions Transmission,DESTINATION,Record,,,PIC X(12),12,10810-10821,10810,10821,,,AN,5.0.0,11/01/2021 - Expand to 15000 bytes; new CAT Phase 2D fields,6/2/2021,,6/30/2020,TRUE
Consolidated Audit Trail (CAT) Transactions Transmission,RECEIVER IMID,Record,,,PIC X(12),12,10822-10833,10822,10833,,,AN,5.0.0,11/01/2021 - Expand to 15000 bytes; new CAT Phase 2D fields,6/2/2021,,6/30/2020,TRUE
Consolidated Audit Trail (CAT) Transactions Transmission,SENDER IMID,Record,,,PIC X(12),12,10834-10845,10834,10845,,,AN,5.0.0,11/01/2021 - Expand to 15000 bytes; new CAT Phase 2D fields,6/2/2021,,6/30/2020,TRUE
Consolidated Audit Trail (CAT) Transactions Transmission,RFQ ID,Record,,,PIC X(64),64,10846-10909,10846,10909,,,AN,5.0.0,11/01/2021 - Expand to 15000 bytes; new CAT Phase 2D fields,6/2/2021,,3/17/2021,TRUE
Consolidated Audit Trail (CAT) Transactions Transmission,SOLICITATION FLAG,Record,,,PIC X(05),5,10910-10914,10910,10914,,,AN,5.0.0,11/01/2021 - Expand to 15000 bytes; new CAT Phase 2D fields,6/2/2021,,3/17/2021,TRUE
Consolidated Audit Trail (CAT) Transactions Transmission,CAT PRICE TYPE,Record,,,PIC X(03),3,10915-10917,10915,10917,,,AN,5.0.0,11/01/2021 - Expand to 15000 bytes; new CAT Phase 2D fields,6/2/2021,,10/25/2021,TRUE
Consolidated Audit Trail (CAT) Transactions Transmission,LEG REFERENCE ID,Record,,,PIC X(64),64,10918-10981,10918,10981,,,AN,5.0.0,11/01/2021 - Expand to 15000 bytes; new CAT Phase 2D fields,6/2/2021,,10/25/2021,TRUE
Consolidated Audit Trail (CAT) Transactions Transmission,LEG RATIO QUANTITY,Record,,,PIC X(20),20,10982-11001,10982,11001,,,AN,5.0.0,11/01/2021 - Expand to 15000 bytes; new CAT Phase 2D fields,6/2/2021,,10/25/2021,TRUE
Consolidated Audit Trail (CAT) Transactions Transmission,NUMBER OF LEGS,Record,,,PIC X(12),12,11002-11013,11002,11013,,,AN,5.0.0,11/01/2021 - Expand to 15000 bytes; new CAT Phase 2D fields,6/2/2021,,10/25/2021,TRUE
Consolidated Audit Trail (CAT) Transactions Transmission,NET PRICE,Record,,,PIC X(20),20,11014-11033,11014,11033,,,AN,5.0.0,11/01/2021 - Expand to 15000 bytes; new CAT Phase 2D fields,6/2/2021,,10/25/2021,TRUE
Consolidated Audit Trail (CAT) Transactions Transmission,PRIOR ROUTED ORDER ID,Record,,,PIC X(64),64,11034-11097,11034,11097,,,AN,5.0.0,11/01/2021 - Expand to 15000 bytes; new CAT Phase 2D fields,6/2/2021,,10/25/2021,TRUE
Consolidated Audit Trail (CAT) Transactions Transmission,PAIRED ORDER ID,Record,,,PIC X(64),64,11098-11161,11098,11161,,,AN,5.0.0,11/01/2021 - Expand to 15000 bytes; new CAT Phase 2D fields,6/2/2021,,10/25/2021,TRUE
Consolidated Audit Trail (CAT) Transactions Transmission,REQUEST TIMESTAMP,Record,,,PIC X(25),25,11162-11186,11162,11186,,,AN,5.0.0,11/01/2021 - Expand to 15000 bytes; new CAT Phase 2D fields,6/2/2021,,10/25/2021,TRUE
Consolidated Audit Trail (CAT) Transactions Transmission,MULTI LEG INDICATOR,Record,,,PIC X(05),5,11187-11191,11187,11191,,,AN,5.0.0,11/01/2021 - Expand to 15000 bytes; new CAT Phase 2D fields,6/2/2021,,10/25/2021,TRUE
Consolidated Audit Trail (CAT) Transactions Transmission,OCC CLEARING MEMBER ID,Record,,,PIC X(40),40,11192-11231,11192,11231,,,AN,5.0.0,11/01/2021 - Expand to 15000 bytes; new CAT Phase 2D fields,6/2/2021,,10/25/2021,TRUE
Consolidated Audit Trail (CAT) Transactions Transmission,LEG DETAILS,Record,,,PIC X(836),836,11232-12067,11232,12067,,,Array,5.0.0,11/01/2021 - Expand to 15000 bytes; new CAT Phase 2D fields,6/2/2021,,10/25/2021,TRUE
Consolidated Audit Trail (CAT) Transactions Transmission,FILLER,Record,,,PIC X(2933),2933,12068-15000,12068,15000,,,AN,5.0.0,11/01/2021 - Expand to 15000 bytes; new CAT Phase 2D fields,6/2/2021,,10/25/2021,TRUE
Consolidated Audit Trail (CAT) Transactions Transmission,RECORD NUMBER,Trailer,,,PIC X(01),1,1-Jan,1,1,,,AN,5.0.0,11/01/2021 - Expand to 15000 bytes; new CAT Phase 2D fields,6/2/2021,,2/21/2020,TRUE
Consolidated Audit Trail (CAT) Transactions Transmission,FILLER,Trailer,,,PIC X(20),20,21-Feb,2,21,,,AN,5.0.0,11/01/2021 - Expand to 15000 bytes; new CAT Phase 2D fields,6/2/2021,,2/21/2020,TRUE
Consolidated Audit Trail (CAT) Transactions Transmission,TOTAL RECORDS,Trailer,,,PIC 9(15),15,22-36,22,36,,,AN,5.0.0,11/01/2021 - Expand to 15000 bytes; new CAT Phase 2D fields,6/2/2021,,2/21/2020,TRUE
Consolidated Audit Trail (CAT) Transactions Transmission,FILLER,Trailer,,,PIC X(04),4,37-40,37,40,,,AN,5.0.0,11/01/2021 - Expand to 15000 bytes; new CAT Phase 2D fields,6/2/2021,,2/21/2020,TRUE
Consolidated Audit Trail (CAT) Transactions Transmission,TOTAL LOGICAL RECORDS,Trailer,,,PIC 9(15),15,41-55,41,55,,,AN,5.0.0,11/01/2021 - Expand to 15000 bytes; new CAT Phase 2D fields,6/2/2021,,2/21/2020,TRUE
Consolidated Audit Trail (CAT) Transactions Transmission,FILLER,Trailer,,,PIC X(14945),14945,56-15000,56,15000,,,AN,5.0.0,11/01/2021 - Expand to 15000 bytes; new CAT Phase 2D fields,6/2/2021,,2/21/2020,TRUE
Country Code Master Reference Table Transmission,RECORD NUMBER,Header,,,PIC X(1),1,1-Jan,1,1,,,AN,4.1.0,02/20/2020 - New Business eReview number,2/20/2020,,3/28/2006,TRUE
Country Code Master Reference Table Transmission,SUPER BRANCH,Header,,,PIC X(3),3,4-Feb,2,4,,,AN,4.1.0,02/20/2020 - New Business eReview number,2/20/2020,,3/28/2006,TRUE
Country Code Master Reference Table Transmission,FILLER,Header,,,PIC X(17),17,21-May,5,21,,,AN,4.1.0,02/20/2020 - New Business eReview number,2/20/2020,,3/28/2006,TRUE
Country Code Master Reference Table Transmission,FILE ORIGIN,Header,,,PIC X(16),16,22-37,22,37,,,AN,4.1.0,02/20/2020 - New Business eReview number,2/20/2020,,3/28/2006,TRUE
Country Code Master Reference Table Transmission,FILLER,Header,,,PIC X(4),4,38-41,38,41,,,AN,4.1.0,02/20/2020 - New Business eReview number,2/20/2020,,3/28/2006,TRUE
Country Code Master Reference Table Transmission,HEADER DATE,Header,,,PIC X(10),10,42-51,42,51,,,MM/DD/YYYY,4.1.0,02/20/2020 - New Business eReview number,2/20/2020,,3/28/2006,TRUE
Country Code Master Reference Table Transmission,FILLER,Header,,,PIC X(3),3,52-54,52,54,,,AN,4.1.0,02/20/2020 - New Business eReview number,2/20/2020,,3/28/2006,TRUE
Country Code Master Reference Table Transmission,FILE TITLE,Header,,,PIC X(13),13,55-67,55,67,,,AN,4.1.0,02/20/2020 - New Business eReview number,2/20/2020,,3/28/2006,TRUE
Country Code Master Reference Table Transmission,FILLER,Header,,,PIC X(33),33,68-100,68,100,,,AN,4.1.0,02/20/2020 - New Business eReview number,2/20/2020,,3/28/2006,TRUE
Country Code Master Reference Table Transmission,RECORD NUMBER,Record,,,PIC X(1),1,1-Jan,1,1,,,AN,4.1.0,02/20/2020 - New Business eReview number,2/20/2020,,3/28/2006,TRUE
Country Code Master Reference Table Transmission,COUNTRY CODE,Record,,,PIC X(3),3,4-Feb,2,4,,,AN,4.1.0,02/20/2020 - New Business eReview number,2/20/2020,,3/28/2006,TRUE
Country Code Master Reference Table Transmission,MRT STATUS,Record,,,PIC X(1),1,5-May,5,5,,,AN,4.1.0,02/20/2020 - New Business eReview number,2/20/2020,,3/28/2006,TRUE
Country Code Master Reference Table Transmission,VALID CITIZENSHIP,Record,,,PIC X(1),1,6-Jun,6,6,,,AN,4.1.0,02/20/2020 - New Business eReview number,2/20/2020,,3/28/2006,TRUE
Country Code Master Reference Table Transmission,VALID TAX RESIDENCY,Record,,,PIC X(1),1,7-Jul,7,7,,,AN,4.1.0,02/20/2020 - New Business eReview number,2/20/2020,,3/28/2006,TRUE
Country Code Master Reference Table Transmission,VALID MAILING ADDRESS,Record,,,PIC X(1),1,8-Aug,8,8,,,AN,4.1.0,02/20/2020 - New Business eReview number,2/20/2020,,3/28/2006,TRUE
Country Code Master Reference Table Transmission,VALID LEGAL ADDRESS,Record,,,PIC X(1),1,9-Sep,9,9,,,AN,4.1.0,02/20/2020 - New Business eReview number,2/20/2020,,3/28/2006,TRUE
Country Code Master Reference Table Transmission,FORMAL COUNTRY NAME,Record,,,PIC X(50),50,Oct-59,10,59,,,AN,4.1.0,02/20/2020 - New Business eReview number,2/20/2020,,3/28/2006,TRUE
Country Code Master Reference Table Transmission,NFS COUNTRY NAME,Record,,,PIC X(30),30,60-89,60,89,,,AN,4.1.0,02/20/2020 - New Business eReview number,2/20/2020,,3/28/2006,TRUE
Country Code Master Reference Table Transmission,FILLER,Record,,,PIC X(11),11,90-100,90,100,,,AN,4.1.0,02/20/2020 - New Business eReview number,2/20/2020,,3/28/2006,TRUE
Country Code Master Reference Table Transmission,RECORD NUMBER,Trailer,,,PIC X(1),1,1-Jan,1,1,,,AN,4.1.0,02/20/2020 - New Business eReview number,2/20/2020,,3/28/2006,TRUE
Country Code Master Reference Table Transmission,FILLER,Trailer,,,PIC X(20),20,21-Feb,2,21,,,AN,4.1.0,02/20/2020 - New Business eReview number,2/20/2020,,3/28/2006,TRUE
Country Code Master Reference Table Transmission,TOTAL LOGICAL RECORDS - W/ HEADER & TRAILER,Trailer,,,PIC X(15),15,22-36,22,36,,,N,4.1.0,02/20/2020 - New Business eReview number,2/20/2020,,3/28/2006,TRUE
Country Code Master Reference Table Transmission,FILLER,Trailer,,,PIC X(64),64,37-100,37,100,,,AN,4.1.0,02/20/2020 - New Business eReview number,2/20/2020,,3/28/2006,TRUE
Custom Fields Transmission,RECORD TYPE,Header,,,PIC X(01),1,1-Jan,1,1,,,AN,4.0.0,03/14/2021 - New file,3/14/2021,,3/14/2021,TRUE
Custom Fields Transmission,SUPER BRANCH,Header,,,PIC X(03),3,4-Feb,2,4,,,AN,4.0.0,03/14/2021 - New file,3/14/2021,,3/14/2021,TRUE
Custom Fields Transmission,FILLER,Header,,,PIC X(17),17,21-May,5,21,,,AN,4.0.0,03/14/2021 - New file,3/14/2021,,3/14/2021,TRUE
Custom Fields Transmission,FILE ORIGIN,Header,,,PIC X(16),16,22-37,22,37,,,AN,4.0.0,03/14/2021 - New file,3/14/2021,,3/14/2021,TRUE
Custom Fields Transmission,FILLER,Header,,,PIC X(04),4,38-41,38,41,,,AN,4.0.0,03/14/2021 - New file,3/14/2021,,3/14/2021,TRUE
Custom Fields Transmission,FILE TITLE,Header,,,PIC X(13),13,42-54,42,54,,,AN,4.0.0,03/14/2021 - New file,3/14/2021,,3/14/2021,TRUE
Custom Fields Transmission,FILLER,Header,,,PIC X(08),8,55-62,55,62,,,AN,4.0.0,03/14/2021 - New file,3/14/2021,,3/14/2021,TRUE
Custom Fields Transmission,HEADER DATE,Header,,,PIC X(06),6,63-68,63,68,,,MMDDYY,4.0.0,03/14/2021 - New file,3/14/2021,,3/14/2021,TRUE
Custom Fields Transmission,FILLER,Header,,,PIC X(1132),1132,69-1200,69,1200,,,AN,4.0.0,03/14/2021 - New file,3/14/2021,,3/14/2021,TRUE
Custom Fields Transmission,RECORD TYPE,Record 1,,,PIC X(01),1,1-Jan,1,1,,,AN,4.0.0,03/14/2021 - New file,3/14/2021,,3/14/2021,TRUE
Custom Fields Transmission,RECORD NUMBER,Record 1,,,PIC X(01),1,2-Feb,2,2,,,AN,4.0.0,03/14/2021 - New file,3/14/2021,,3/14/2021,TRUE
